,image,X,Y,score_1,label_id_1,label_code_1,label_name_1,score_2,label_id_2,label_code_2,label_name_2,score_3,label_id_3,label_code_3,label_name_3,score_4,label_id_4,label_code_4,label_name_4,score_5,label_id_5,label_code_5,label_name_5
0,HKARMS01_1T.jpg,118,118,0.7741801529294701,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.08730514764448462,1899,_BRY,ARMS-CREP-Bryozoan,0.030892571087018116,2787,_BFILM,ARMS-Biofilm,0.023130161338405297,1905,_SED,ARMS-CREP-Sediment,0.0205746946142418,1903,_SP,ARMS-CREP-Sponge
0,HKARMS01_1T.jpg,554,118,0.3136342164198134,1886,_NR,ARMS-CREP-No Recruitment,0.21445779339096416,1905,_SED,ARMS-CREP-Sediment,0.1289290468605294,1887,_UNAV,ARMS-CREP-Unavailable,0.10955154676883413,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.07641600219175052,1897,_BI,ARMS-CREP-Bivalve
0,HKARMS01_1T.jpg,990,118,0.8345868407840646,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.06689705707846633,1905,_SED,ARMS-CREP-Sediment,0.018217997560102988,1899,_BRY,ARMS-CREP-Bryozoan,0.012197881134995234,1903,_SP,ARMS-CREP-Sponge,0.011855896869205088,1884,_RDUP,ARMS-CREP-Red upright macroalgae
0,HKARMS01_1T.jpg,1426,118,0.8613483109628488,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.05934509745618344,1887,_UNAV,ARMS-CREP-Unavailable,0.030851982466022644,1899,_BRY,ARMS-CREP-Bryozoan,0.014531071756173797,1886,_NR,ARMS-CREP-No Recruitment,0.012516785140078186,1871,_CCA,ARMS-CREP-CCA
0,HKARMS01_1T.jpg,1862,118,0.39718514692288426,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.22073898031639103,1905,_SED,ARMS-CREP-Sediment,0.13502762530075557,1871,_CCA,ARMS-CREP-CCA,0.05740415952374362,1873,_BREN,ARMS-CREP-Brown encrusting macroalgae,0.04456652211782556,1903,_SP,ARMS-CREP-Sponge
0,HKARMS01_1T.jpg,2298,118,0.7201646152208728,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.1464658180529911,1871,_CCA,ARMS-CREP-CCA,0.04959285474555106,1905,_SED,ARMS-CREP-Sediment,0.026151895117175413,1899,_BRY,ARMS-CREP-Bryozoan,0.018378846327727134,2787,_BFILM,ARMS-Biofilm
0,HKARMS01_1T.jpg,2734,118,0.26411302200385117,1905,_SED,ARMS-CREP-Sediment,0.2540483249215567,1871,_CCA,ARMS-CREP-CCA,0.16117223440529677,1899,_BRY,ARMS-CREP-Bryozoan,0.13548353458067017,2787,_BFILM,ARMS-Biofilm,0.07954437310418387,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae
0,HKARMS01_1T.jpg,3171,118,0.4167542807688336,1899,_BRY,ARMS-CREP-Bryozoan,0.29772324602331174,1905,_SED,ARMS-CREP-Sediment,0.08028699897898449,1871,_CCA,ARMS-CREP-CCA,0.04128677900922109,1898,_BIEM,ARMS-CREP-Bivalve-empty,0.04059175335498062,1887,_UNAV,ARMS-CREP-Unavailable
0,HKARMS01_1T.jpg,3607,118,0.29467311927648265,1905,_SED,ARMS-CREP-Sediment,0.22710520927879918,1899,_BRY,ARMS-CREP-Bryozoan,0.22690808684723926,2787,_BFILM,ARMS-Biofilm,0.0901358612149129,1871,_CCA,ARMS-CREP-CCA,0.04339074878946361,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae
0,HKARMS01_1T.jpg,4043,118,0.9502394069743288,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.03309949341197317,1899,_BRY,ARMS-CREP-Bryozoan,0.0032514957525281558,1905,_SED,ARMS-CREP-Sediment,0.0019679073694770593,2787,_BFILM,ARMS-Biofilm,0.0019467368790193299,1903,_SP,ARMS-CREP-Sponge
0,HKARMS01_1T.jpg,4479,118,0.9721021315445515,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.008682520453219005,1899,_BRY,ARMS-CREP-Bryozoan,0.004674978295553964,1871,_CCA,ARMS-CREP-CCA,0.003553620992997607,2787,_BFILM,ARMS-Biofilm,0.0019868223121631188,1898,_BIEM,ARMS-CREP-Bivalve-empty
0,HKARMS01_1T.jpg,4915,118,0.8755150312180932,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.05818231902386438,1899,_BRY,ARMS-CREP-Bryozoan,0.0117252083257604,1903,_SP,ARMS-CREP-Sponge,0.011680311853469757,1905,_SED,ARMS-CREP-Sediment,0.010461717803177447,1897,_BI,ARMS-CREP-Bivalve
0,HKARMS01_1T.jpg,5351,118,0.8766509861419898,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.06518402690186864,1899,_BRY,ARMS-CREP-Bryozoan,0.016982339567548913,1903,_SP,ARMS-CREP-Sponge,0.013349390382354028,1886,_NR,ARMS-CREP-No Recruitment,0.00587652023931991,1897,_BI,ARMS-CREP-Bivalve
0,HKARMS01_1T.jpg,5788,118,0.3865315877403922,1886,_NR,ARMS-CREP-No Recruitment,0.23450269563995532,1905,_SED,ARMS-CREP-Sediment,0.22748195153738454,2787,_BFILM,ARMS-Biofilm,0.04804590626750927,1899,_BRY,ARMS-CREP-Bryozoan,0.029893601871451323,1891,_FORM,ARMS-CREP-Foraminifera
0,HKARMS01_1T.jpg,118,554,0.3732097095520059,1883,_RDEN,ARMS-CREP-Red encrusting macroalgae,0.22140141448062042,1871,_CCA,ARMS-CREP-CCA,0.13259981018899822,1905,_SED,ARMS-CREP-Sediment,0.07884606806920155,1899,_BRY,ARMS-CREP-Bryozoan,0.05397632292993216,1884,_RDUP,ARMS-CREP-Red upright macroalgae
0,HKARMS01_1T.jpg,554,554,0.9803115667867921,1887,_UNAV,ARMS-CREP-Unavailable,0.0105095769165897,1898,_BIEM,ARMS-CREP-Bivalve-empty,0.002551776042836742,1897,_BI,ARMS-CREP-Bivalve,0.001918601706257457,988,_BAR,Barnacles,0.0014628479581721122,1890,_EGG,ARMS-CREP-Eggs
0,HKARMS01_1T.jpg,990,554,0.4451979274882494,1905,_SED,ARMS-CREP-Sediment,0.23083629642029846,1899,_BRY,ARMS-CREP-Bryozoan,0.09890937943463128,2787,_BFILM,ARMS-Biofilm,0.04798750284697166,1871,_CCA,ARMS-CREP-CCA,0.033010542887539386,1897,_BI,ARMS-CREP-Bivalve
0,HKARMS01_1T.jpg,1426,554,0.2799083326792059,2787,_BFILM,ARMS-Biofilm,0.17146782538671412,1905,_SED,ARMS-CREP-Sediment,0.14007272378100552,1886,_NR,ARMS-CREP-No Recruitment,0.13664617044925617,1891,_FORM,ARMS-CREP-Foraminifera,0.11782225745229502,1899,_BRY,ARMS-CREP-Bryozoan
